time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-08-02T17:01:55.420Z,38.1771667,-121.8693333,21.9,2.91,md,71,80,0.05583,0.19,nc,nc73063751,2018-08-05T16:52:15.602Z,"15km ESE of Suisun City, CA",earthquake,0.27,0.17,0.186,74,reviewed,nc,nc
2018-08-02T16:39:09.560Z,41.7779,-110.7253,0,2.7,ml,,34,0.651,1.08,us,us1000g20m,2018-10-16T15:34:18.040Z,"Wyoming",mining explosion,3.3,1.7,0.034,113,reviewed,us,us
2018-08-02T15:59:36.720Z,31.8861667,-115.7811667,4.86,2.81,ml,14,245,0.1847,0.23,ci,ci38235760,2018-08-02T19:07:06.707Z,"69km WSW of Alberto Oviedo Mota, B.C., MX",earthquake,0.99,2.01,0.227,62,reviewed,ci,ci
2018-08-02T14:36:13.940Z,34.0365,-117.5675,9.71,2.66,ml,119,15,0.03219,0.19,ci,ci38235712,2018-08-29T03:06:05.864Z,"6km ESE of Ontario, CA",earthquake,0.11,0.25,0.187,179,reviewed,ci,ci
2018-08-02T06:10:00.702Z,39.173,-115.6616,0,2.8,ml,10,73.05,0.659,0.2518,nn,nn00648222,2018-10-16T15:34:12.040Z,"45km SE of Eureka, Nevada",earthquake,,0,0.25,3,reviewed,nn,nn
2018-08-02T06:02:10.400Z,34.9869,-97.5431,5.503,2.6,ml,,33,,0.77,us,us1000g1lx,2018-10-16T15:34:13.040Z,"16km W of Purcell, Oklahoma",earthquake,1.4,4,,,reviewed,tul,tul
2018-08-02T04:39:56.230Z,37.109,-97.5878,5.34,2.9,ml,,134,0.036,0.21,us,us1000g1kw,2018-10-16T15:34:10.040Z,"8km NNE of Caldwell, Kansas",earthquake,1.1,1.9,0.238,17,reviewed,ismp,ismp
2018-08-02T02:01:11.580Z,40.3065,-124.558,19.71,2.67,md,32,242,0.2075,0.11,nc,nc73063366,2018-08-02T23:46:03.352Z,"23km W of Petrolia, CA",earthquake,0.57,0.26,0.159,36,reviewed,nc,nc
2018-08-02T01:24:12.840Z,31.6675,-104.4311,5,2.6,ml,,79,0.43,1.07,us,us1000g1h4,2018-10-16T15:34:16.040Z,"75km SSW of Loving, New Mexico",earthquake,2.9,1.9,0.128,32,reviewed,us,us
2018-08-01T10:35:13.530Z,33.4788333,-116.477,14.36,2.7,ml,68,73,0.06175,0.17,ci,ci38234848,2018-08-02T17:18:15.878Z,"20km ESE of Anza, CA",earthquake,0.16,0.24,0.166,25,reviewed,ci,ci
2018-08-01T10:11:14.000Z,35.0409,-97.5912,6.139,3.4,mwr,,43,,0.31,us,us2000giuy,2018-10-16T15:34:14.040Z,"12km SSE of Blanchard, Oklahoma",earthquake,1.8,5.3,0.044,50,reviewed,tul,us
2018-08-01T07:28:38.050Z,35.3675,-118.4723333,5.02,2.5,ml,44,72,0.08693,0.15,ci,ci38234728,2018-08-01T15:50:22.671Z,"25km S of Bodfish, CA",earthquake,0.16,0.61,0.181,158,reviewed,ci,ci
2018-07-31T18:44:34.900Z,34.0592,-97.3801,5.097,2.9,ml,,61,,0.67,us,us2000gigp,2018-10-16T15:34:14.040Z,"12km SSE of Wilson, Oklahoma",earthquake,1.6,5.5,,,reviewed,tul,tul
2018-07-31T10:03:11.870Z,32.1448333,-115.7716667,14.08,2.63,ml,39,107,0.2047,0.22,ci,ci38233984,2018-07-31T22:04:36.076Z,"52km SSW of Progreso, B.C., MX",earthquake,0.3,0.65,0.216,26,reviewed,ci,ci
2018-07-31T09:46:58.300Z,36.7642,-98.0568,6.739,2.6,ml,,82,,0.36,us,us2000gi1h,2018-10-16T15:34:14.040Z,"26km E of Cherokee, Oklahoma",earthquake,1,2.7,,,reviewed,tul,tul
2018-07-31T05:12:54.700Z,36.7774,-98.6821,11.247,3.2,ml,,103,,0.66,us,us2000ghwx,2018-10-16T15:34:13.040Z,"3km SSW of Alva, Oklahoma",earthquake,1.3,8,,,reviewed,tul,tul
2018-07-30T22:22:53.470Z,38.0828333,-122.4096667,11.95,3.66,mw,249,27,0.0684,0.16,nc,nc73061391,2018-10-16T15:34:15.040Z,"10km ESE of Black Point-Green Point, CA",earthquake,0.09,0.18,,4,reviewed,nc,nc
2018-07-30T18:53:35.480Z,35.7198333,-118.4125,4.14,2.53,ml,37,97,0.05519,0.16,ci,ci38233400,2018-07-31T18:02:24.280Z,"4km SSE of Kernville, CA",earthquake,0.22,0.37,0.191,76,reviewed,ci,ci
2018-07-30T17:54:53.900Z,36.5329,-98.9718,5.371,2.9,ml,,78,,0.23,us,us2000ghdg,2018-10-16T15:34:13.040Z,"23km ENE of Mooreland, Oklahoma",earthquake,1.7,4.5,,,reviewed,tul,tul
2018-07-30T06:23:57.280Z,31.9015,-115.8281667,8.26,2.79,ml,14,118,0.1449,0.22,ci,ci38233000,2018-07-31T15:10:38.920Z,"72km WSW of Alberto Oviedo Mota, B.C., MX",earthquake,0.54,1.16,0.205,66,reviewed,ci,ci
2018-07-30T02:39:22.400Z,36.2999,-98.2076,5,2.8,ml,,75,,0.29,us,us2000gh0c,2018-10-16T15:34:13.040Z,"22km NNE of Okeene, Oklahoma",earthquake,0.9,3,,,reviewed,tul,tul
2018-07-29T22:22:03.769Z,40.1393,-119.6848,11.8,2.7,ml,30,72.75,0.223,0.179,nn,nn00647659,2018-10-09T16:43:28.040Z,"54km N of Spanish Springs, Nevada",earthquake,,1.9,0.19,11,reviewed,nn,nn
2018-07-29T20:04:44.080Z,43.6022,-105.0396,0,3.4,ml,,69,0.892,1.09,us,us2000ggum,2018-10-09T16:43:32.040Z,"Wyoming",mining explosion,5.1,1.7,0.062,38,reviewed,us,us
2018-07-29T18:40:46.410Z,33.513,-116.7568333,3.64,2.79,ml,125,13,0.03636,0.2,ci,ci38232760,2018-10-09T16:43:20.040Z,"9km WSW of Anza, CA",earthquake,0.1,0.28,0.167,178,reviewed,ci,ci
2018-07-29T15:09:48.860Z,45.8288,-116.9943,3.44,2.7,ml,,241,0.218,0.54,us,us2000ggr9,2018-10-09T16:43:30.040Z,"49km NNE of Enterprise, Oregon",earthquake,1.9,6.5,0.194,6,reviewed,uw,uw
2018-07-29T14:19:49.710Z,31.8941667,-115.8528333,10.33,2.97,ml,16,115,0.1368,0.23,ci,ci38232632,2018-10-09T16:43:19.040Z,"70km ENE of Maneadero, B.C., MX",earthquake,0.57,1.09,0.185,81,reviewed,ci,ci
2018-07-29T13:54:07.330Z,31.8983333,-115.8495,6.57,4.02,mw,48,95,0.1352,0.3,ci,ci38232616,2018-10-09T16:43:19.040Z,"71km ENE of Maneadero, B.C., MX",earthquake,0.26,1.05,,7,reviewed,ci,ci
2018-07-29T11:17:32.100Z,35.7962,-97.1916,4.613,2.6,ml,,28,,0.26,us,us2000gglk,2018-10-09T16:43:30.040Z,"14km N of Luther, Oklahoma",earthquake,0.9,5.4,,,reviewed,tul,tul
2018-07-29T11:15:20.400Z,35.7976,-97.1946,4.688,2.6,ml,,29,,0.39,us,us2000gglj,2018-10-09T16:43:30.040Z,"15km N of Luther, Oklahoma",earthquake,0.9,5.4,,,reviewed,tul,tul
2018-07-29T06:57:54.670Z,40.629,-122.3051667,28.16,2.77,md,13,92,0.08038,0.21,nc,nc73059456,2018-08-02T04:11:03.654Z,"6km WSW of Bella Vista, CA",earthquake,0.46,0.54,0.233,30,reviewed,nc,nc
2018-07-28T15:25:34.600Z,36.4199,-96.9129,5.945,2.6,ml,,47,,0.18,us,us2000gg6s,2018-10-09T16:43:30.040Z,"13km NW of Pawnee, Oklahoma",earthquake,0.8,5.2,,,reviewed,tul,tul
2018-07-28T07:57:11.570Z,36.7748333,-121.4168333,10.76,3.4,mw,79,34,0.02668,0.14,nc,nc73058601,2018-10-09T16:43:20.040Z,"6km SW of Ridgemark, CA",earthquake,0.14,0.28,,2,reviewed,nc,nc
2018-07-28T04:12:19.750Z,31.3913333,-114.3925,5.94,3.5,mlr,4,152,0.5279,0.04,ci,ci38231872,2018-07-31T22:11:03.490Z,"106km SSE of Estacion Coahuila, B.C., MX",earthquake,0.71,31.61,0.093,23,reviewed,ci,ci
2018-07-28T02:38:40.440Z,31.1809,-114.3925,6.37,4.3,mb,,158,0.418,1.18,us,us1000g1y8,2018-10-09T16:43:19.040Z,"49km ENE of San Felipe, Mexico",earthquake,6.4,5.2,0.147,13,reviewed,us,us
2018-07-28T02:33:49.530Z,31.3986,-114.3941,10,4.8,mww,,76,0.531,1.1,us,us2000gft1,2018-10-09T16:43:19.040Z,"63km NE of San Felipe, Mexico",earthquake,5.4,1.9,0.055,32,reviewed,us,us
2018-07-28T02:19:27.120Z,31.1845,-114.3418,10,4.3,mb,,130,0.46,1.02,us,us2000gilt,2018-10-09T16:43:19.040Z,"54km ENE of San Felipe, Mexico",earthquake,5.6,1.9,0.133,16,reviewed,us,us
2018-07-27T19:47:58.690Z,38.6265,-117.1635,3.5,2.9,ml,7,271.44,0.52,0.3,nn,nn00647172,2018-07-30T07:28:15.507Z,"62km N of Tonopah, Nevada",earthquake,,19.8,,,automatic,nn,nn
2018-07-27T17:54:47.630Z,40.1815,-121.2268333,1.84,2.54,md,33,83,0.2293,0.07,nc,nc73058151,2018-08-02T04:56:03.916Z,"6km SW of Almanor, CA",earthquake,0.2,2.18,0.141,45,reviewed,nc,nc
2018-07-27T17:40:23.600Z,40.1778333,-121.228,-0.51,2.85,md,42,82,0.2279,0.1,nc,nc73058136,2018-08-20T22:32:42.678Z,"6km SW of Almanor, CA",earthquake,0.17,0.86,0.17,31,reviewed,nc,nc
2018-07-27T11:21:08.800Z,36.8429,-97.6945,5,2.8,ml,,40,,0.12,us,us2000gf2y,2018-10-09T16:43:30.040Z,"5km NE of Medford, Oklahoma",earthquake,1,2.4,,,reviewed,tul,tul
2018-07-27T10:43:06.600Z,36.8475,-97.6964,6.883,3.3,ml,,39,,0.2,us,us2000gf2c,2018-10-09T16:43:30.040Z,"5km NE of Medford, Oklahoma",earthquake,1,3,,,reviewed,tul,tul
2018-07-27T10:06:44.100Z,36.6324,-98.5139,6.325,3.1,ml,,85,,0.15,us,us2000gf1m,2018-10-09T16:43:30.040Z,"19km SW of Cherokee, Oklahoma",earthquake,1.2,4.5,,,reviewed,tul,tul
2018-07-27T09:29:55.720Z,34.4403333,-120.7783333,5.86,2.82,ml,24,219,0.3704,0.23,ci,ci38231048,2018-07-28T20:01:40.356Z,"37km SW of Lompoc, CA",earthquake,0.61,31.61,0.124,38,reviewed,ci,ci
2018-07-27T05:49:12.170Z,37.6306667,-118.8755,5.79,2.98,md,41,85,0.01533,0.04,nc,nc73057311,2018-08-02T03:40:03.493Z,"9km E of Mammoth Lakes, CA",earthquake,0.18,0.23,0.211,59,reviewed,nc,nc
2018-07-26T21:02:00.900Z,36.4462,-98.7791,7.796,3.3,ml,,35,,0.39,us,us2000gesi,2018-10-09T16:43:29.040Z,"33km NW of Fairview, Oklahoma",earthquake,2,5.3,,,reviewed,tul,tul
2018-07-26T20:42:49.000Z,35.7956,-97.1937,5.407,3,ml,,28,,0.19,us,us2000gerv,2018-10-09T16:43:29.040Z,"14km N of Luther, Oklahoma",earthquake,1,2.7,,,reviewed,tul,tul
2018-07-26T19:53:23.900Z,35.7954,-97.1981,5.352,2.6,ml,,28,,0.14,us,us2000geq3,2018-10-09T16:43:29.040Z,"14km N of Luther, Oklahoma",earthquake,1.6,0.9,,,reviewed,tul,tul
2018-07-26T18:46:42.410Z,34.0036667,-117.0195,16.03,3.06,ml,148,25,0.07983,0.19,ci,ci38230752,2018-10-09T16:43:20.040Z,"4km ENE of Calimesa, CA",earthquake,0.1,0.25,0.13,278,reviewed,ci,ci
2018-07-26T07:22:26.100Z,39.232,-120.1126667,3.03,3.47,mw,37,30,0.2008,0.18,nc,nc73056106,2018-10-09T16:43:20.040Z,"5km NNW of Dollar Point, CA",earthquake,0.29,1.67,,4,reviewed,nc,nc
2018-07-26T05:09:46.700Z,41.3812,-100.1229,1.23,3.6,mwr,,60,0.036,0.49,us,us2000ge60,2018-10-09T16:43:28.040Z,"34km ESE of Stapleton, Nebraska",earthquake,2.7,6.1,,8,reviewed,us,slm
2018-07-26T01:38:22.710Z,38.8253333,-122.8065,2.57,3.44,ml,85,19,0.003397,0.06,nc,nc73055751,2018-10-09T16:43:20.040Z,"7km NW of The Geysers, CA",earthquake,0.09,0.14,0.193,78,reviewed,nc,nc
2018-07-25T20:58:47.210Z,31.9713333,-116.2836667,18.32,3.02,ml,34,170,0.2872,0.18,ci,ci38230200,2018-10-09T16:43:19.040Z,"34km ENE of Ensenada, B.C., MX",earthquake,0.34,0.64,0.153,144,reviewed,ci,ci
2018-07-25T20:45:23.160Z,31.9535,-116.2861667,20.6,2.98,ml,27,114,0.2919,0.19,ci,ci38230168,2018-10-09T16:43:19.040Z,"33km ENE of Ensenada, B.C., MX",earthquake,0.26,1.13,0.131,98,reviewed,ci,ci
2018-07-25T20:42:19.500Z,31.947,-116.2858333,20.79,2.63,ml,26,115,0.2928,0.19,ci,ci38230160,2018-07-27T02:50:19.498Z,"33km ENE of Ensenada, B.C., MX",earthquake,0.29,0.99,0.226,22,reviewed,ci,ci
2018-07-25T20:17:56.910Z,31.9508333,-116.299,15.83,4.19,mw,32,115,0.3031,0.27,ci,ci38230144,2018-10-09T16:43:19.040Z,"32km ENE of Ensenada, B.C., MX",earthquake,0.41,1.53,,6,reviewed,ci,ci
2018-07-25T18:30:53.250Z,45.08,-106.7214,0,3,ml,,89,1.646,1.04,us,us2000ghb8,2018-10-09T16:43:28.040Z,"eastern Montana",mining explosion,4,1.7,0.053,46,reviewed,us,us
2018-07-25T16:32:00.020Z,40.5021667,-124.951,24.02,2.65,md,23,262,0.4687,0.18,nc,nc73055521,2018-07-26T01:15:05.035Z,"59km W of Ferndale, CA",earthquake,2.06,15.42,0.228,34,reviewed,nc,nc
2018-07-25T00:55:02.850Z,33.1613333,-115.6411667,3.26,2.71,ml,63,46,0.02675,0.22,ci,ci38229376,2018-07-27T03:30:03.169Z,"12km WNW of Calipatria, CA",earthquake,0.16,0.26,0.177,120,reviewed,ci,ci
2018-07-24T22:50:32.350Z,45.7177,-107.0279,0,2.8,ml,,96,1.12,0.95,us,us2000gd4i,2018-10-09T16:43:28.040Z,"eastern Montana",mining explosion,5.8,1.6,0.091,20,reviewed,us,us
2018-07-24T22:35:57.500Z,35.6707,-97.406,7.139,3.3,mwr,,32,,0.43,us,us2000gd45,2018-10-09T16:43:29.040Z,"6km ENE of Edmond, Oklahoma",earthquake,1.1,6,,12,reviewed,tul,slm
2018-07-24T21:10:29.500Z,35.6711,-97.4003,6.654,3.2,ml,,20,,0.22,us,us2000gd18,2018-10-09T16:43:29.040Z,"7km ENE of Edmond, Oklahoma",earthquake,1.3,2.4,,,reviewed,tul,tul
2018-07-24T21:09:22.700Z,35.6716,-97.4015,6.935,2.8,ml,,20,,0.34,us,us2000gd14,2018-10-09T16:43:29.040Z,"7km ENE of Edmond, Oklahoma",earthquake,1.2,1.7,,,reviewed,tul,tul
2018-07-24T20:09:00.730Z,43.7308,-105.2819,0,3.5,ml,,33,0.981,0.98,us,us2000gcz8,2018-10-09T16:43:32.040Z,"Wyoming",mining explosion,6.2,1.7,0.045,84,reviewed,us,us
2018-07-24T19:43:14.000Z,36.5356,-98.9621,6.711,2.7,ml,,90,,0.58,us,us2000gcyb,2018-10-09T16:43:29.040Z,"24km ENE of Mooreland, Oklahoma",earthquake,1.2,2.2,,,reviewed,tul,tul
2018-07-24T17:21:24.870Z,47.7144,-92.6966,0,2.6,mb_lg,,112,0.842,0.47,us,us2000gcvl,2018-10-09T16:43:27.040Z,"Minnesota",mining explosion,6,2,0.17,9,reviewed,us,us
2018-07-24T06:18:57.400Z,45.7314,-112.1263,2.87,2.9,ml,,52,0.373,0.92,us,us2000gcdk,2018-10-09T16:43:28.040Z,"15km S of Whitehall, Montana",earthquake,2.2,7.4,0.05,52,reviewed,us,us
2018-07-24T04:56:10.470Z,45.7115,-112.121,10.34,3.3,mwr,,85,0.363,0.72,us,us2000gccd,2018-10-09T16:43:28.040Z,"17km S of Whitehall, Montana",earthquake,2.3,4.7,,6,reviewed,us,slm
2018-07-23T19:37:57.100Z,35.0892,-97.5672,4.067,2.5,ml,,39,,0.62,us,us2000gc12,2018-10-09T16:43:29.040Z,"9km ESE of Blanchard, Oklahoma",earthquake,1.2,3.2,,,reviewed,tul,tul
2018-07-23T13:41:32.760Z,31.2993,-103.4021,3.8,2.6,ml,,57,0.38,0.35,us,us2000gbsp,2018-10-09T16:43:32.040Z,"16km SSE of Pecos, Texas",earthquake,1.7,1.6,0.074,36,reviewed,us,us
2018-07-23T13:40:34.800Z,33.9305,-116.8238333,5.97,3.03,ml,121,19,0.03703,0.16,ci,ci38228176,2018-10-09T16:43:20.040Z,"4km WNW of Cabazon, CA",earthquake,0.09,0.31,0.146,197,reviewed,ci,ci
2018-07-23T00:48:14.400Z,36.6243,-98.443,4.641,2.6,ml,,82,,0.51,us,us2000gbib,2018-10-09T16:43:29.040Z,"16km SSW of Cherokee, Oklahoma",earthquake,1.4,5,,,reviewed,tul,tul
2018-07-22T20:03:11.200Z,34.9847,-97.5518,5,2.6,ml,,27,,0.37,us,us2000gbdl,2018-10-04T14:15:33.040Z,"17km W of Purcell, Oklahoma",earthquake,1.8,3.5,,,reviewed,tul,tul
2018-07-22T19:31:14.840Z,34.8155,-121.1491667,14.49,2.67,md,49,245,0.4423,0.16,nc,nc73052936,2018-07-26T00:29:03.704Z,"55km WSW of Guadalupe, CA",earthquake,0.92,0.67,0.204,29,reviewed,nc,nc
2018-07-22T17:25:43.140Z,45.1301,-106.9264,0,2.5,ml,,98,1.634,0.85,us,us2000gekv,2018-10-04T14:15:31.040Z,"eastern Montana",mining explosion,7.1,1.8,0.081,28,reviewed,us,us
2018-07-22T08:58:50.720Z,33.9106667,-116.2468333,9.22,2.76,ml,85,34,0.06282,0.16,ci,ci38227328,2018-07-27T03:25:11.476Z,"17km NE of Thousand Palms, CA",earthquake,0.11,0.3,0.151,171,reviewed,ci,ci
2018-07-22T06:12:01.970Z,38.5386667,-122.7656667,5.29,2.55,md,86,58,0.01838,0.12,nc,nc73052076,2018-07-26T23:17:42.134Z,"3km NNW of Larkfield-Wikiup, CA",earthquake,0.13,0.2,0.15,63,reviewed,nc,nc
2018-07-22T00:26:56.800Z,36.4569,-98.7992,5.778,2.5,ml,,44,,0.44,us,us2000gazi,2018-10-04T14:15:33.040Z,"35km NW of Fairview, Oklahoma",earthquake,1.2,3.9,,,reviewed,tul,tul
2018-07-21T12:07:56.830Z,33.478,-116.7985,2.71,2.91,ml,163,11,0.03431,0.24,ci,ci38226712,2018-10-04T14:15:23.040Z,"7km ENE of Aguanga, CA",earthquake,0.11,0.34,0.136,244,reviewed,ci,ci
2018-07-21T09:16:40.690Z,39.4755,-120.2458333,6.45,2.66,md,18,57,0.1365,0.03,nc,nc73051211,2018-08-30T22:25:19.329Z,"17km NNW of Truckee, CA",earthquake,0.2,0.77,0.143,30,reviewed,nc,nc
2018-07-21T07:11:32.990Z,43.017,-100.5643,5,3.2,mwr,,41,0.779,0.57,us,us2000gahm,2018-10-04T14:15:34.040Z,"16km N of Valentine, Nebraska",earthquake,3.2,0.9,,5,reviewed,us,slm
2018-07-21T06:56:19.500Z,35.8973,-97.2741,5.839,2.5,ml,,23,,0.23,us,us2000gahc,2018-10-04T14:15:33.040Z,"5km SSW of Langston, Oklahoma",earthquake,0.9,0.5,,,reviewed,tul,tul
2018-07-21T03:25:34.330Z,35.1996667,-118.917,17.16,2.84,ml,51,62,0.1017,0.2,ci,ci38226496,2018-07-27T03:36:58.413Z,"7km S of Lamont, CA",earthquake,0.19,0.6,0.134,193,reviewed,ci,ci
2018-07-20T22:58:40.000Z,35.8974,-97.2803,7.145,2.5,ml,,28,,0.26,us,us2000ga8m,2018-10-04T14:15:33.040Z,"5km SSW of Langston, Oklahoma",earthquake,1.1,6,,,reviewed,tul,tul
2018-07-20T22:46:48.790Z,39.7725,-94.8668,5,2.6,mb_lg,,76,1.04,0.67,us,us2000ga9k,2018-10-04T14:15:31.040Z,"1km WNW of Saint Joseph, Missouri",earthquake,1.3,2,0.068,56,reviewed,us,us
2018-07-20T21:01:54.600Z,35.8972,-97.2759,6.659,3.1,ml,,28,,0.48,us,us2000ga51,2018-10-04T14:15:33.040Z,"5km SSW of Langston, Oklahoma",earthquake,0.9,4,,,reviewed,tul,tul
2018-07-20T20:57:46.900Z,35.8974,-97.2732,7.148,2.6,ml,,27,,0.34,us,us2000ga4v,2018-10-04T14:15:33.040Z,"5km SSW of Langston, Oklahoma",earthquake,1,3.7,,,reviewed,tul,tul
2018-07-20T19:46:56.300Z,35.8955,-97.2745,7.285,3,ml,,28,,0.26,us,us2000ga2d,2018-10-04T14:15:33.040Z,"5km SSW of Langston, Oklahoma",earthquake,1,2.5,,,reviewed,tul,tul
2018-07-20T18:20:12.730Z,36.754,-98.0429,5.41,2.5,mb_lg,,37,0.143,0.23,us,us2000g9z3,2018-10-04T14:15:32.040Z,"28km E of Cherokee, Oklahoma",earthquake,1,1.6,0.072,50,reviewed,us,us
2018-07-20T11:38:45.900Z,30.923,-103.466,5,2.5,ml,,69,0.121,0.99,us,us2000g9ni,2018-10-04T14:15:35.040Z,"55km S of Pecos, Texas",earthquake,0.9,1.9,0.148,24,reviewed,us,us
2018-07-20T10:42:15.840Z,29.0707,-97.8934,5,2.5,mb_lg,,152,0.227,0.29,us,us2000gbes,2018-10-04T14:15:35.040Z,"18km E of Poth, Texas",earthquake,2.8,2,0.095,29,reviewed,us,us
2018-07-20T06:25:41.470Z,46.6238333,-120.5245,14.92,2.68,ml,29,105,0.09746,0.15,uw,uw61399397,2018-10-04T14:15:35.040Z,"2km NNW of Yakima, Washington",earthquake,0.31,0.63,0.127,13,reviewed,uw,uw
2018-07-19T22:14:10.870Z,41.6891,-108.679,0,2.5,ml,,89,0.871,0.79,us,us2000g9b9,2018-10-04T14:15:36.040Z,"45km ENE of Rock Springs, Wyoming",mining explosion,4.6,1.7,0.044,68,reviewed,us,us
2018-07-19T17:44:37.600Z,35.8968,-97.2726,7.515,2.5,ml,,27,,0.42,us,us2000g90h,2018-10-04T14:15:32.040Z,"5km SSW of Langston, Oklahoma",earthquake,1.4,5.1,,,reviewed,tul,tul
2018-07-19T17:00:01.310Z,47.3326,-93.0956,0,2.7,mb_lg,,91,1.244,1.3,us,us2000g8ze,2018-10-04T14:15:31.040Z,"Minnesota",mining explosion,3.6,2,0.128,16,reviewed,us,us
2018-07-19T16:50:52.000Z,34.054,-97.3992,5,2.7,ml,,62,,0.53,us,us2000g8z3,2018-10-04T14:15:32.040Z,"12km SSE of Wilson, Oklahoma",earthquake,2.3,2,,,reviewed,tul,tul
2018-07-19T16:38:20.030Z,30.9518,-103.4656,7.91,2.5,ml,,69,0.125,0.41,us,us2000g8yq,2018-10-04T14:15:35.040Z,"52km S of Pecos, Texas",earthquake,1.4,1.2,0.115,26,reviewed,us,us
2018-07-19T01:17:16.650Z,45.8,-77.459,13.43,2.9,mb_lg,,53,0.192,0.57,us,us2000gbg9,2018-10-04T14:15:33.040Z,"14km SW of Petawawa, Canada",earthquake,3.2,1.2,,,reviewed,us,ott
2018-07-18T21:14:15.870Z,35.3953333,-117.8275,7.52,2.69,ml,44,39,0.1285,0.14,ci,ci38224624,2018-07-27T03:39:43.347Z,"18km W of Johannesburg, CA",earthquake,0.15,0.83,0.211,25,reviewed,ci,ci
2018-07-18T17:54:18.790Z,46.9115,-121.9761667,12.48,2.5,ml,32,72,0.07228,0.13,uw,uw61410081,2018-10-04T14:15:35.040Z,"22km ENE of Eatonville, Washington",earthquake,0.23,0.5,0.222,23,reviewed,uw,uw
2018-07-18T13:59:55.700Z,34.9834,-97.5422,5.582,2.6,ml,,63,,0.82,us,us2000g7yj,2018-10-04T14:15:32.040Z,"16km WSW of Purcell, Oklahoma",earthquake,1,4.8,,,reviewed,tul,tul
2018-07-18T13:31:29.900Z,36.6675,-98.7618,6.189,2.7,ml,,105,,0.26,us,us2000g7xi,2018-10-04T14:15:32.040Z,"17km SSW of Alva, Oklahoma",earthquake,2.2,6.5,,,reviewed,tul,tul
2018-07-18T06:21:27.600Z,36.5414,-98.9563,5.612,2.7,ml,,67,,0.5,us,us2000g7r1,2018-10-04T14:15:32.040Z,"24km ENE of Mooreland, Oklahoma",earthquake,1.8,3.6,,,reviewed,tul,tul
2018-07-18T05:40:19.600Z,36.5437,-98.9525,5.877,2.9,ml,,90,,0.45,us,us2000g7q4,2018-10-04T14:15:32.040Z,"25km ENE of Mooreland, Oklahoma",earthquake,2,4.9,,,reviewed,tul,tul
2018-07-18T05:19:28.400Z,36.6572,-98.467,7.343,3.2,ml,,69,,0.24,us,us2000g7ps,2018-10-04T14:15:32.040Z,"14km SW of Cherokee, Oklahoma",earthquake,1.2,1.7,,,reviewed,tul,tul
2018-07-18T04:48:52.000Z,36.6571,-98.4679,7.309,3,ml,,69,,0.47,us,us2000g7p9,2018-10-04T14:15:32.040Z,"14km SW of Cherokee, Oklahoma",earthquake,1.5,4.9,,,reviewed,tul,tul
2018-07-17T20:44:22.340Z,46.1395,-111.9055,6.71,2.6,ml,,65,0.495,0.58,us,us2000g7at,2018-10-04T14:15:31.040Z,"19km ESE of Boulder, Montana",earthquake,1.9,5.5,0.055,44,reviewed,us,us
2018-07-17T20:38:07.850Z,35.655,-97.4134,6,3.1,mb_lg,,35,0.034,0.21,us,us2000g7ar,2019-01-14T08:47:04.248Z,"5km E of Edmond, Oklahoma",earthquake,1.1,1.1,0.046,122,reviewed,us,us
2018-07-17T17:19:25.050Z,47.5448,-92.5868,0,2.7,mb_lg,,98,0.839,1.09,us,us1000gag5,2018-10-04T14:15:30.040Z,"Minnesota",mining explosion,5.8,2,0.106,23,reviewed,us,us
2018-07-17T17:02:12.900Z,37.0139,-104.919,4.73,2.6,ml,,63,0.153,0.66,us,us2000g76k,2018-10-04T14:15:23.040Z,"41km WSW of Trinidad, Colorado",earthquake,3.4,6.4,0.051,62,reviewed,us,us
2018-07-17T02:36:41.520Z,42.424,-111.5326667,13.66,2.7,ml,15,95,0.1318,0.09,uu,uu60289047,2018-10-04T14:15:29.040Z,"22km WNW of Montpelier, Idaho",earthquake,0.48,0.61,0.142,2,reviewed,uu,uu
2018-07-16T19:29:43.790Z,43.6636,-105.1466,0,3.4,ml,,122,0.924,0.96,us,us2000g6h6,2018-10-04T14:15:35.040Z,"Wyoming",mining explosion,9.9,1.8,0.052,66,reviewed,us,us
2018-07-16T16:14:45.450Z,43.7726,-105.3538,0,3.4,ml,,132,1.013,0.25,us,us2000g9te,2018-10-04T14:15:36.040Z,"Wyoming",mining explosion,8.8,1.4,0.059,38,reviewed,us,us
2018-07-16T12:20:48.800Z,36.2779,-97.5021,6.395,2.9,ml,,26,,0.2,us,us2000g653,2018-10-04T14:15:32.040Z,"19km W of Perry, Oklahoma",earthquake,1.1,2.7,,,reviewed,tul,tul
2018-07-16T11:02:23.190Z,46.6228333,-120.52,14.79,2.53,ml,16,113,0.09665,0.18,uw,uw61409041,2018-10-04T14:15:35.040Z,"2km NNW of Yakima, Washington",earthquake,0.44,0.95,0.038,4,reviewed,uw,uw
2018-07-16T01:15:16.930Z,40.3621667,-124.5701667,22.59,2.59,md,32,251,0.2107,0.14,nc,nc73046751,2018-07-18T05:12:02.602Z,"24km W of Petrolia, CA",earthquake,0.71,0.51,0.143,43,reviewed,nc,nc
2018-07-16T01:00:07.040Z,41.343,-100.1112,5,2.8,mb_lg,,60,1.381,0.65,us,us2000g5uf,2018-10-04T14:15:31.040Z,"36km ESE of Stapleton, Nebraska",earthquake,3.3,2,0.049,110,reviewed,us,us
